Area,Year,Average dietary energy requirement (kcal/cap/day),Average dietary energy supply adequacy (percent) (3-year average),Average fat supply (g/cap/day) (3-year average),Average protein supply (g/cap/day) (3-year average),Average supply of protein of animal origin (g/cap/day) (3-year average),Average value of food production (constant 2004-2006 I$/cap) (3-year average),Cereal import dependency ratio (percent) (3-year average),Coefficient of variation of habitual caloric consumption distribution (real number),Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",Incidence of caloric losses at retail distribution level (percent),Minimum dietary energy requirement  (kcal/cap/day),Number of children under 5 years affected by wasting (million),Number of children under 5 years of age who are overweight (modeled estimates) (million),Number of children under 5 years of age who are stunted (modeled estimates) (million),Number of moderately or severely food insecure people (million) (3-year average),Number of newborns with low birthweight (million),Number of obese adults (18 years and older) (million),Number of people undernourished (million) (3-year average),Number of women of reproductive age (15-49 years) affected by anemia (million),Per capita food production variability (constant 2004-2006 thousand int$ per capita),Per capita food supply variability (kcal/cap/day),Percent of arable land equipped for irrigation (percent) (3-year average),Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),Percentage of population using at least basic drinking water services (percent),Percentage of population using at least basic sanitation services (percent),Percentage of population using safely managed drinking water services (Percent),Percentage of population using safely managed sanitation services (Percent),Political stability and absence of violence/terrorism (index),Prevalence of anemia among women of reproductive age (15-49 years),Prevalence of low birthweight (percent),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),Prevalence of obesity in the adult population (18 years and older),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",Value of food imports in total merchandise exports (percent) (3-year average),"Consumer Prices, Food Indices (2015 = 100)","Consumer Prices, General Indices (2015 = 100)",Food price inflation,Population_total,Area_cat
Brunei Darussalam,2000,2323.0,123.65911594202899,78.95366666666659,87.49299999999994,45.359000000000016,82.78,95.80400000000002,0.21,2895.8025,69022.9,3.13,1802.0,0.14399999999999988,0.1,0.1,1.888999999999999,0.7,1.7519999999999993,0.29200000000000026,0.45800000000000024,8.270869187675068,51.0,49.493,6.2,20.9,99.0,97.64300000000001,95.62700000000001,81.817,1.3,17.1,10.3,11.279000000000005,7.2,4.050999999999993,2.6459999999999995,47.64,4.13,89.312189,95.14298200000002,0.7342437352388955,333166.0,0
Brunei Darussalam,2001,2329.0,123.0,75.7,87.4,45.4,81.0,100.0,0.21,2859.0,69483.9,3.29,1806.0,0.14399999999999988,0.1,0.1,1.9989999999999992,0.7,1.7619999999999993,0.1,0.4600000000000002,7.5,63.0,50.0,6.4,21.0,99.0,96.03499999999998,95.68,81.369,1.261283333333333,16.6,9.5,7.357000000000004,7.5,3.1449999999999982,2.6,50.0,5.0,89.91182149999999,95.70993016666664,0.671642,340037.0,0
Brunei Darussalam,2002,2337.0,125.0,78.7,89.7,47.7,85.0,99.6,0.21,2923.0,70771.6,3.16,1812.0,0.14499999999999988,0.1,0.1,1.8929999999999987,0.6,1.7579999999999993,0.29200000000000026,0.4600000000000002,6.9,31.0,50.0,6.6,21.0,99.0,97.24099999999999,95.64499999999997,80.966,1.16,16.3,9.2,7.092000000000002,7.9,3.426999999999995,2.5,48.0,4.0,90.28605766666668,93.49427166666663,0.4162976666666667,346777.0,0
Brunei Darussalam,2003,2345.0,127.0,81.7,90.3,48.3,86.0,95.7,0.21,2971.0,71483.2,3.17,1817.0,0.14499999999999988,0.1,0.1,1.8859999999999988,0.6,1.787999999999999,0.29200000000000026,0.46100000000000024,6.7,40.0,50.0,6.8,20.9,99.0,96.833,95.64499999999997,80.976,1.15,16.0,9.1,6.9440000000000035,8.2,3.4429999999999956,2.5,47.0,4.0,90.03375899999999,93.74358966666668,-0.2791260833333333,353295.0,0
Brunei Darussalam,2004,2352.0,127.0,81.0,88.6,47.3,76.0,93.8,0.21,2996.0,70616.6,3.22,1822.0,0.14199999999999988,0.1,0.1,1.895999999999999,0.6,1.8149999999999988,0.28900000000000026,0.46200000000000024,4.2,59.0,50.0,7.0,20.7,99.0,96.93599999999998,95.773,81.075,1.37,15.7,9.2,6.935000000000003,8.6,3.4859999999999958,2.5,46.0,4.0,90.485887,94.53049983333337,0.5037815833333333,359434.0,0
Brunei Darussalam,2005,2360.0,127.0,79.3,87.3,47.0,79.0,98.1,0.21,3006.0,69787.8,3.18,1827.0,0.14199999999999988,0.1,0.1,1.8869999999999991,0.6,1.8409999999999989,0.28900000000000026,0.46200000000000024,6.4,65.0,50.0,7.1,20.5,99.0,96.98199999999999,95.735,81.211,1.21,15.5,9.5,6.935000000000003,9.0,3.5069999999999952,2.5,47.0,3.0,91.39391066666668,95.71874583333334,1.0049734166666666,365112.0,0
Brunei Darussalam,2006,2365.0,126.0,78.7,85.0,45.7,84.0,91.1,0.21,2990.0,71843.5,3.04,1831.0,0.14199999999999988,0.1,0.1,1.8859999999999988,0.6,1.8669999999999987,0.2950000000000003,0.5400000000000003,18.3,39.0,42.9,7.3,20.2,99.0,96.90500000000002,95.46299999999998,81.392,1.12,15.5,9.9,12.460000000000004,9.4,6.868,2.5,47.0,3.0,91.74807783333333,95.8654059166667,0.3875989166666667,370262.0,0
Brunei Darussalam,2007,2372.0,126.0,79.4,84.7,46.0,98.0,87.6,0.21,2981.0,71051.7,3.03,1835.0,0.14199999999999988,0.1,0.1,2.0089999999999986,0.7,1.8999999999999988,0.3000000000000003,0.5400000000000003,17.2,22.0,37.5,7.5,19.8,99.0,96.3,95.52699999999999,81.556,1.11,15.4,10.4,13.507000000000007,9.8,7.760000000000004,2.5,46.0,3.0,92.94998475,96.7915955,1.3095505,374967.0,0
Brunei Darussalam,2008,2378.0,125.0,80.0,83.7,45.3,99.0,83.5,0.21,2967.0,68856.2,3.12,1840.0,0.14099999999999988,0.1,0.1,7.607000000000005,0.7,1.8659999999999988,0.6249999999999999,0.46400000000000036,14.6,37.0,30.0,7.7,19.3,99.0,96.3,83.01400000000004,80.93900000000002,1.13,15.2,10.9,15.356000000000003,10.2,7.122000000000001,2.5,45.0,3.0,96.40876408333334,98.81056108333333,3.7160902500000006,379418.0,0
Brunei Darussalam,2009,2384.0,125.0,80.3,84.3,45.7,101.0,90.9,0.21,2976.0,66851.1,3.05,1843.0,0.1,0.1,0.1,7.635000000000004,0.7,1.875999999999999,0.6319999999999998,0.5770000000000003,13.5,44.0,27.3,7.9,18.8,99.0,96.3,82.918,80.695,1.39,15.0,11.4,15.071999999999997,10.7,7.114000000000001,2.5,45.0,3.0,99.14245941666668,99.83239858333332,2.8541022500000004,383902.0,0
Brunei Darussalam,2010,2388.0,125.0,80.3,85.0,46.3,104.0,89.3,0.21,2998.0,67753.4,3.05,1846.0,0.14199999999999988,0.1,0.1,7.615000000000005,0.8,1.8719999999999988,0.6349999999999997,0.5420000000000003,13.2,42.0,25.0,8.1,18.4,99.0,96.3,82.98800000000001,80.163,1.28,14.9,11.8,17.3,11.1,7.175999999999998,2.5,45.0,3.0,99.2158365,100.05916750000002,0.0742491666666666,388634.0,0
Brunei Darussalam,2011,2393.0,127.0,81.3,87.4,48.4,108.0,100.0,0.21,3031.0,69388.8,3.01,1849.0,0.14199999999999988,0.1,0.1,7.766000000000004,0.8,1.874999999999999,0.7359999999999995,0.5210000000000005,3.6,35.0,25.0,8.3,17.9,99.0,96.3,82.97300000000001,79.67299999999999,1.09,14.8,12.1,14.834000000000003,11.6,5.538999999999995,2.5,45.0,3.0,99.22505816666668,100.19716058333331,0.0092988333333333,393687.0,0
Brunei Darussalam,2012,2394.0,128.0,82.0,90.0,50.4,113.0,100.0,0.21,3064.0,69090.3,3.08,1850.0,0.14199999999999988,0.1,0.1,7.645000000000005,0.8,1.8919999999999986,0.6469999999999998,0.44000000000000034,3.1,18.0,23.1,8.4,17.5,99.0,96.3,82.96600000000001,80.54899999999999,0.91,14.8,12.1,14.903000000000006,12.1,4.349999999999993,2.5,45.0,3.0,99.22359833333331,100.30914741666668,-0.0015004166666666,398997.0,0
Brunei Darussalam,2013,2395.0,129.0,54.3,60.6,34.1,116.0,-47.799999999999976,0.21,3083.0,66715.7,3.19,1851.0,0.13499999999999984,0.1,0.1,7.951000000000002,0.8,0.9780000000000001,0.7249999999999998,0.40300000000000047,2.3,25.0,21.4,8.6,16.9,99.0,96.3,83.48100000000001,80.65999999999998,1.07,14.8,12.0,13.653999999999998,12.6,4.192999999999994,2.5,30.0,4.0,99.32808341666669,100.69955566666668,0.1057441666666666,404414.0,0
Brunei Darussalam,2014,2396.0,129.0,27.0,30.6,17.1,118.0,-46.05299999999998,0.21,3095.0,64190.8,3.19,1852.0,0.1209999999999998,0.1,0.1,7.689000000000002,0.8,0.6160000000000005,0.6889999999999997,0.3920000000000005,3.9,30.0,20.0,8.7,16.3,99.0,96.3,80.10799999999999,79.97499999999998,1.26,14.9,11.5,9.226000000000003,13.1,3.9499999999999944,2.5,15.0,5.0,99.10505825,100.49099808333332,-0.2245829166666666,409778.0,0
Brunei Darussalam,2015,2397.0,129.0,40.30600000000002,56.51590000000004,21.722999999999974,117.0,-47.75,0.21,3099.0,63147.5,3.19,1853.0,0.11599999999999983,0.1,0.1,7.7600000000000025,0.7,0.6150000000000005,0.7229999999999995,0.41100000000000037,3.7,26.0,20.0,8.9,15.7,99.0,96.3,80.09499999999998,80.04399999999998,1.24,15.1,10.8,9.251000000000003,13.6,3.7519999999999953,2.5,28.63,6.0,100.00077550000002,100.00025283333332,0.9061280833333332,414914.0,0
Brunei Darussalam,2016,2396.0,129.0,40.527000000000015,56.72390000000004,21.73199999999997,78.0,-47.93800000000001,0.21,3099.0,60867.3,3.19,1852.0,0.11499999999999981,0.1,0.1,7.615000000000002,0.7240000000000003,0.6370000000000006,0.631,0.43000000000000044,2.7,9.0,20.0,9.0,15.0,99.0,95.96600000000001,80.28599999999999,81.10099999999998,1.15,15.4,11.23376666666666,9.795000000000005,14.1,3.7689999999999957,2.5,32.82,7.0,99.4878589166667,99.72155875,-0.509942,419791.0,0
Brunei Darussalam,2017,2398.0,129.0,40.58500000000001,56.75123333333337,21.824999999999978,38.0,-46.253,0.21,3101.0,60994.5,3.19,1854.0,0.11499999999999981,0.1,0.1,14.359999999999996,1.0930000000000004,0.6410000000000005,0.8279999999999998,0.40000000000000036,2.4,6.0,20.0,9.1,14.3,99.0,96.241,80.276,81.13299999999998,1.16,15.7,11.176533333333328,9.737000000000005,13.61799999999999,3.7729999999999957,2.5,28.36,7.0,99.762541,98.46456308333332,0.280608,424481.0,0
Brunei Darussalam,2018,2402.0,129.0,40.73900000000001,59.020000000000046,22.09499999999998,57.8,-46.661,0.21,3106.0,60389.2,3.19,1858.0,0.11499999999999981,0.1,0.1,14.491999999999996,0.7230000000000004,0.6560000000000007,0.8109999999999996,0.39500000000000035,2.8475833333333322,11.0,20.264,9.1,13.7,99.0,96.322,80.319,81.13299999999998,1.25,16.2,11.09726666666666,9.911000000000005,13.66699999999999,3.790999999999995,2.5,28.83,6.0,101.66450108333332,99.47387575,1.9140986666666664,428960.0,0
Brunei Darussalam,2019,2406.0,129.0,40.82900000000001,59.022000000000055,22.09499999999998,57.22,-50.34299999999999,0.21,3114.0,62098.0,3.19,1860.0,0.11499999999999981,0.1,0.1,14.460999999999995,0.7250000000000003,0.6710000000000007,0.8109999999999996,0.39500000000000035,2.7863333333333333,11.0,20.25,9.2,13.2,99.0,96.39,80.14,81.13299999999998,1.17,16.7,11.097266666666657,10.031000000000004,13.676999999999989,3.790999999999995,2.5,28.98,6.089333333333332,100.95014375,99.0854085,-0.7024511666666666,433296.0,0
Brunei Darussalam,2020,2408.0,128.99,43.18,59.864000000000054,22.29399999999998,68.51,-52.67,0.21,3105.89,62243.6,3.19,1862.0,0.1159999999999998,0.1,0.1,15.272999999999993,0.7879999999999987,0.6800000000000006,0.8209999999999996,0.3970000000000004,2.7663333333333338,14.132901444144093,20.448,9.3,12.7,99.0,96.54599999999996,80.14,81.13299999999998,1.1729875396825398,16.11750000000002,11.166533333333327,10.028000000000006,13.645999999999992,3.802999999999995,2.5,30.19,6.0393333333333326,103.48012225,101.00798225,2.5091695833333336,437483.0,0
Cambodia,2000,2155.0,98.48,29.101000000000013,53.842125,14.987000000000007,151.31,3.6016666666666652,0.27,2183.2,1481.7,2.78,1692.0,0.3,0.1,0.8,23.337999999999983,52.4,0.1,2.758,1.7,6.309999999999998,77.0,7.843000000000005,3.2,51.1,52.6,9.8,17.0,34.17999999999997,-0.78,53.9,15.4,45.002000000000024,1.5,10.807000000000002,28.424000000000007,75.31,16.83,36.10881783333333,51.93886483333333,4.7426214846983346,12155241.0,1
Cambodia,2001,2169.0,101.0,30.0,53.4,15.4,145.0,3.9,0.27,2196.0,1570.1,2.89,1700.0,0.1970000000000002,0.1,0.8,23.325999999999986,50.9,0.1,2.9,1.7,5.0,53.0,7.7,3.1,49.8,54.2,12.3,17.5,33.62799999999997,-0.6867101190476187,52.8,15.1,45.002000000000024,1.6,10.883000000000003,23.6,76.0,7.0,38.81849875,51.60293158333334,7.617519666666666,12405411.0,1
Cambodia,2002,2180.0,103.0,31.0,54.3,15.6,150.0,3.5,0.27,2245.0,1642.6,2.72,1707.0,0.18000000000000005,0.1,0.7,23.30799999999999,49.7,0.1,2.7,1.7,5.8,65.0,7.8,3.0,48.6,55.8,15.0,18.0,33.90499999999997,-0.73,51.8,14.7,45.029000000000025,1.7,11.054000000000004,21.2,74.0,6.0,39.830471333333335,51.71205458333333,2.633175,12637719.0,1
Cambodia,2003,2190.0,104.0,31.7,53.3,14.3,151.0,3.3,0.26,2280.0,1752.0,2.81,1713.0,0.15299999999999986,0.1,0.7,22.782999999999987,48.8,0.1,2.5,1.7,11.4,65.0,8.0,2.9,47.3,57.4,17.8,18.4,34.287999999999975,-0.65,50.9,14.4,45.19500000000003,1.8,13.813000000000004,19.4,73.0,5.0,40.3759585,52.19905075,1.4036868333333334,12856171.0,1
Cambodia,2004,2199.0,105.0,32.7,54.3,14.0,168.0,2.6,0.26,2302.0,1902.1,2.74,1718.0,0.15199999999999983,0.1,0.7,22.782999999999987,48.2,0.1,2.4,1.7,11.2,49.0,8.6,2.8,46.1,59.1,20.5,18.9,35.98099999999998,-0.41,50.0,14.1,45.279000000000025,1.9,13.813000000000004,18.5,72.0,6.0,43.55421175000001,54.45370375000001,7.8628581666666655,13066475.0,1
Cambodia,2005,2208.0,106.0,34.0,56.7,15.4,182.0,1.8,0.26,2341.0,2120.6,2.83,1723.0,0.1,0.1,0.7,22.782999999999987,48.0,0.1,2.3,1.7,11.2,34.0,9.0,2.7,44.8,60.3,23.3,19.4,37.018999999999984,-0.4,49.2,13.8,45.31600000000003,2.0,13.813000000000004,17.0,72.0,8.0,47.720583000000005,58.05595725,9.584247416666669,13273355.0,1
Cambodia,2006,2217.0,107.0,35.0,59.7,17.0,201.0,1.2,0.26,2377.0,2313.3,2.96,1728.0,0.1299999999999998,0.1,0.7,22.794999999999987,47.8,0.2,2.1,1.8,11.9,24.0,9.5,2.6,43.5,61.2,26.1,19.9,38.29799999999998,-0.35,48.3,13.6,45.65400000000002,2.2,14.070000000000004,15.6,72.0,10.0,51.38666741666666,61.4294065,7.812020750000001,13477705.0,1
Cambodia,2007,2225.0,108.0,35.3,60.7,17.7,213.0,-0.8,0.26,2400.0,2511.9,2.93,1732.0,0.1309999999999998,0.1,0.7,22.794999999999987,47.8,0.2,2.0,1.8,15.2,19.0,9.6,2.5,42.1,62.1,29.0,20.3,38.599999999999994,-0.36,47.6,13.4,45.60600000000002,2.3,14.062000000000005,14.8,72.0,11.0,58.53134416666666,66.77918758333334,13.78019725,13679953.0,1
Cambodia,2008,2231.0,108.0,34.7,61.0,17.7,222.0,-1.3,0.26,2412.0,2640.6,2.91,1736.0,0.1,0.1,0.7,22.794999999999987,47.6,0.2,2.0,1.8,14.1,14.0,9.6,2.4,40.6,63.0,31.9,20.8,38.682999999999986,-0.3,47.0,13.2,45.65400000000002,2.4,14.124000000000008,14.5,71.0,12.0,77.86229591666667,82.87086950000001,33.62824266666666,13883835.0,1
Cambodia,2009,2236.0,109.0,34.0,61.3,17.3,234.0,-2.3,0.26,2431.0,2603.6,2.96,1739.0,0.12999999999999978,0.1,0.6,22.423999999999992,47.4,0.2,2.0,1.8,15.1,17.0,9.5,2.3,39.1,63.9,34.8,21.4,38.72599999999999,-0.56,46.6,13.0,45.58200000000002,2.6,14.191000000000006,13.9,71.0,12.0,77.02883683333333,81.84184741666667,-0.7937115833333331,14093605.0,1
Cambodia,2010,2241.0,109.0,33.7,62.7,18.0,253.0,-1.3,0.26,2453.0,2716.7,2.93,1742.0,0.2,0.1,0.6,23.019999999999985,47.1,0.2,1.9,1.8,3.3,22.0,9.4,2.3,37.5,64.7,37.8,21.9,39.98599999999998,-0.5,46.3,12.9,45.80000000000001,2.7,11.275000000000002,13.3,71.0,10.0,80.3203775,85.11257116666667,4.34402925,14312205.0,1
