Area,Year,Average dietary energy requirement (kcal/cap/day),Average dietary energy supply adequacy (percent) (3-year average),Average fat supply (g/cap/day) (3-year average),Average protein supply (g/cap/day) (3-year average),Average supply of protein of animal origin (g/cap/day) (3-year average),Average value of food production (constant 2004-2006 I$/cap) (3-year average),Cereal import dependency ratio (percent) (3-year average),Coefficient of variation of habitual caloric consumption distribution (real number),Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",Incidence of caloric losses at retail distribution level (percent),Minimum dietary energy requirement  (kcal/cap/day),Number of children under 5 years affected by wasting (million),Number of children under 5 years of age who are overweight (modeled estimates) (million),Number of children under 5 years of age who are stunted (modeled estimates) (million),Number of moderately or severely food insecure people (million) (3-year average),Number of newborns with low birthweight (million),Number of obese adults (18 years and older) (million),Number of people undernourished (million) (3-year average),Number of women of reproductive age (15-49 years) affected by anemia (million),Per capita food production variability (constant 2004-2006 thousand int$ per capita),Per capita food supply variability (kcal/cap/day),Percent of arable land equipped for irrigation (percent) (3-year average),Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),Percentage of population using at least basic drinking water services (percent),Percentage of population using at least basic sanitation services (percent),Percentage of population using safely managed drinking water services (Percent),Percentage of population using safely managed sanitation services (Percent),Political stability and absence of violence/terrorism (index),Prevalence of anemia among women of reproductive age (15-49 years),Prevalence of low birthweight (percent),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),Prevalence of obesity in the adult population (18 years and older),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Rail lines density (total route in km per 100 square km of land area),"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",Value of food imports in total merchandise exports (percent) (3-year average),"Consumer Prices, Food Indices (2015 = 100)","Consumer Prices, General Indices (2015 = 100)",Food price inflation,Population_total,Area_cat
Singapore,2020,2478.0,114.89,64.79500000000017,82.584,27.020999999999976,4.755,74.28550000000001,0.21540000000000054,2791.015,93397.0,3.2266000000000052,1904.0,0.11250000000000022,0.1,0.1,0.6899999999999988,7.197999999999982,0.29299999999999904,2.7135,0.20000000000000015,1.4344999999999992,31.755,37.5204999999999,4.8,2.8,99.0,99.0,99.0,99.0,1.5145000000000013,12.585000000000013,9.621999999999977,4.389000000000008,6.025499999999998,1.1340000000000032,7.905000000000021,0.7279999999999996,48.345,3.035,109.236982,100.86425350000002,2.9000233333333334,5685807.0,7
Thailand,2000,2416.0,107.81,55.45699999999999,57.711500000000015,24.261000000000077,326.9,-31.42349999999994,0.28,2600.63,9809.6,2.99,1867.0,0.2625000000000001,0.3,0.8,15.362500000000027,123.6,1.6,10.641000000000002,3.9,11.827499999999995,45.0,37.347999999999885,6.4,16.9,93.9,92.4,66.51699999999998,19.9,0.46,21.0,13.5,12.434999999999993,3.7,3.9990000000000028,16.614000000000047,0.8,49.885,2.845,56.27498225,70.09871433333332,0.9371124720833335,62952639.0,8
Thailand,2001,2421.0,107.0,55.0,58.0,22.3,332.0,-39.9,0.28,2585.0,10053.8,2.93,1871.0,0.2625000000000001,0.3,0.8,15.362500000000027,115.5,1.8,11.0,3.9,11.7,41.0,36.7,6.7,16.7,94.3,92.7,66.51799999999997,20.1,0.3095000000000002,21.0,12.9,12.401999999999994,3.9,3.8425000000000007,17.3,0.8165000000000009,50.0,2.0,56.20689741666666,71.23915658333334,-0.11932941666666673,63539190.0,8
Thailand,2002,2426.0,108.0,56.0,57.7,22.3,343.0,-45.5,0.27,2605.0,10583.8,2.93,1874.0,0.23650000000000027,0.3,0.7,15.362500000000027,108.9,1.9,10.5,3.9,12.0,40.0,37.9,6.9,16.6,94.7,93.0,66.52249999999997,20.2,0.51,21.0,12.4,12.965999999999992,4.2,3.7980000000000014,16.4,0.8265000000000013,49.0,2.0,56.48303983333333,71.73591358333333,0.4915378333333333,64069093.0,8
Thailand,2003,2430.0,109.0,57.0,58.0,22.7,344.0,-50.9,0.27,2637.0,11260.2,2.9,1877.0,0.23550000000000026,0.3,0.7,15.340000000000027,103.5,2.1,9.7,4.0,11.7,38.0,39.0,7.1,16.5,95.1,93.3,66.69549999999997,20.3,-0.14,21.1,11.9,12.96849999999999,4.4,3.7670000000000012,15.0,0.8290000000000015,49.0,2.0,57.67568966666667,73.03028033333331,2.110681833333333,64549867.0,8
Thailand,2004,2434.0,110.0,57.3,58.7,23.0,342.0,-49.2,0.27,2673.0,11886.3,2.87,1879.0,0.23400000000000026,0.3,0.7,15.340000000000027,99.1,2.2,8.9,4.0,10.4,18.0,39.9,7.3,16.5,95.5,93.5,70.19599999999996,20.5,-0.72,21.1,11.6,12.99249999999999,4.7,3.7905000000000006,13.7,0.8400000000000019,50.0,2.0,60.04720608333334,75.04529491666666,4.109272,64995303.0,8
Thailand,2005,2438.0,112.0,57.7,59.3,23.3,338.0,-46.0,0.26,2726.0,12304.4,2.9,1882.0,0.23400000000000026,0.3,0.7,15.318500000000029,95.7,2.4,7.8,4.0,8.0,18.0,40.7,7.5,16.4,95.9,93.8,90.135,20.8,-0.87,21.3,11.4,13.762499999999983,5.0,3.7905000000000006,11.9,0.8870000000000026,51.0,2.0,62.910637,78.45262833333334,4.766872666666667,65416189.0,8
Thailand,2006,2441.0,113.0,59.3,59.7,23.7,349.0,-41.7,0.26,2762.0,12837.9,2.83,1884.0,0.2,0.3,0.7,15.318500000000029,93.0,2.7,7.0,4.1,14.5,25.0,41.5,7.7,16.2,96.3,94.1,94.02650000000003,21.2,-1.13,21.4,11.2,13.778999999999975,5.4,3.8755000000000006,10.6,0.9125000000000028,50.0,2.0,65.90368824999999,82.09084875,4.759274499999999,65812540.0,8
Thailand,2007,2443.0,113.0,59.7,58.7,23.3,361.0,-47.6,0.26,2767.0,13460.1,2.89,1885.0,0.23600000000000027,0.3,0.7,15.100500000000025,90.8,2.8,6.7,4.1,15.1,42.0,41.9,7.9,16.0,96.7,94.4,94.46300000000006,21.5,-1.11,21.6,11.0,14.305999999999974,5.7,5.3025000000000055,10.2,0.9,50.0,2.0,68.72234108333333,83.93094875000001,4.278901,66182064.0,8
Thailand,2008,2445.0,112.0,59.3,58.0,22.7,373.0,-50.1,0.25,2737.0,13620.5,2.72,1887.0,0.2500000000000001,0.3,0.6,13.153500000000017,89.0,3.1,7.1,4.1,16.0,41.0,41.7,8.1,15.7,97.0,94.8,94.54300000000018,21.9,-1.27,21.6,10.9,14.354999999999976,6.1,5.3025000000000055,10.6,0.9105000000000025,49.0,2.0,74.3509271666667,88.52070408333331,8.165791833333332,66530980.0,8
Thailand,2009,2446.0,112.0,58.3,58.0,22.3,374.0,-45.7,0.25,2734.0,13458.5,2.69,1888.0,0.26199999999999984,0.3,0.6,11.647500000000022,87.5,3.3,6.9,4.1,12.2,40.0,41.2,8.3,15.3,97.4,95.1,94.58650000000014,22.2,-1.42,21.7,10.9,14.473499999999976,6.5,5.321000000000007,10.4,0.9115000000000026,50.0,2.0,79.29053641666665,87.74855133333334,6.720350666666667,66866834.0,8
Thailand,2010,2447.0,112.0,58.7,58.7,23.0,386.0,-43.1,0.25,2736.0,14399.0,2.72,1888.0,0.2664999999999998,0.3,0.6,11.647500000000022,86.0,3.6,6.7,4.1,12.9,50.0,40.8,8.4,14.9,97.7,95.4,94.62600000000008,22.6,-1.44,21.8,10.8,16.63199999999997,7.0,5.339500000000007,10.0,0.9,49.0,3.0,82.84047183333334,90.62646558333334,4.471065583333333,67195032.0,8
Thailand,2011,2446.0,112.0,59.0,59.3,23.7,403.0,-33.3,0.25,2755.0,14450.5,2.73,1888.0,0.26749999999999974,0.3,0.6,11.647500000000022,84.5,3.8,6.2,4.1,9.5,52.0,40.0,8.6,14.4,98.0,95.7,94.66050000000004,22.9,-1.13,22.0,10.8,16.587499999999967,7.4,5.339500000000007,9.2,0.9,49.0,3.0,87.74755316666666,94.07823791666664,5.903815416666666,67518379.0,8
Thailand,2012,2446.0,113.0,58.7,59.7,24.0,418.0,-29.4,0.24,2755.0,15424.5,2.77,1887.0,0.3,0.3,0.6,11.647500000000022,82.8,4.1,6.0,4.1,9.0,31.0,39.2,8.7,13.9,98.4,96.1,96.11550000000003,23.2,-1.22,22.1,10.8,17.224499999999946,7.9,5.002500000000009,8.8,0.7970000000000015,49.0,3.0,92.00170525,96.91460216666668,4.894220916666668,67835969.0,8
Thailand,2013,2446.0,113.0,58.3,60.3,24.3,419.0,-43.7,0.24,2765.0,15767.4,2.73,1887.0,0.2649999999999998,0.3,0.5,11.647500000000022,80.9,4.4,5.6,4.1,19.0,17.0,38.4,8.8,13.5,98.7,96.4,96.12500000000001,23.6,-1.31,22.3,10.7,17.224499999999946,8.4,5.002500000000009,8.2,0.7555000000000007,49.0,3.0,95.13638208333334,99.03207608333334,3.414431833333333,68144519.0,8
Thailand,2014,2446.0,114.0,59.3,60.7,24.3,404.0,-57.7,0.23,2772.0,15854.1,2.73,1887.0,0.22550000000000037,0.3,0.5,11.647500000000022,78.8,4.7,5.3,4.1,18.9,13.0,38.2,8.9,13.1,99.0,96.8,96.13150000000002,23.9,-0.91,22.5,10.6,17.224499999999946,8.9,5.002500000000009,7.7,0.7440000000000002,49.0,3.0,98.87942166666666,100.90887408333332,3.937019666666668,68438748.0,8
Thailand,2015,2446.0,114.0,61.7,61.3,25.0,386.0,-67.8,0.23,2780.0,16285.4,2.73,1887.0,0.22300000000000028,0.3,0.5,10.4,76.3,5.0,5.0,4.1,16.9,11.0,38.2,9.0,12.9,99.0,97.1,96.13900000000004,24.3,-0.99,22.7,10.5,15.1,9.4,4.2,7.3,0.7,49.0,3.0,100.00182158333332,100.0002655,1.13904825,68714519.0,8
Thailand,2016,2446.0,113.0,64.7,61.7,25.7,249.0,-70.6,0.23,2775.0,16782.1,2.73,1887.0,0.2,0.3,0.5,13.6,77.79099999999973,5.4,5.1,4.1,19.9,14.0,38.2,9.1,12.8,99.0,97.5,96.14100000000002,24.6,-0.99,23.0,10.56199999999999,19.7,10.0,5.8,7.5,0.7,48.0,4.0,101.61047316666668,100.18841583333334,1.6080657499999995,68971313.0,8
Thailand,2017,2445.0,113.0,65.7,62.3,26.7,122.0,-74.1,0.24,2775.0,17423.0,2.73,1885.0,0.23050000000000032,0.3,0.5,17.2,77.79099999999973,5.196999999999992,5.4,4.1,28.6,13.0,38.2,9.1,12.7,99.0,97.8,96.15100000000002,24.9,-0.75,23.3,10.588999999999993,24.8,9.821500000000013,7.2,7.7,0.8,48.0,3.0,101.61033475,100.85530174999998,0.006506333333333339,69209817.0,8
Thailand,2018,2444.0,114.0,64.95000000000017,66.93,26.739499999999957,210.265,66.64649999999992,0.24,2786.0,18095.7,2.73,1884.0,0.28349999999999936,0.3,0.5,18.3,77.79099999999973,5.196999999999992,5.5,4.2,24.652500000000014,13.0,38.08699999999988,9.2,12.6,99.0,98.1,96.16100000000006,25.3,-0.79,23.7,10.607499999999993,26.4,9.837500000000011,7.7,7.9,0.7570000000000001,48.39,3.0,102.02175866666666,101.92829883333332,0.40492791666666667,69428454.0,8
Thailand,2019,2444.0,115.0,64.95000000000017,67.97399999999998,26.691499999999955,211.98,69.51599999999995,0.24,2806.0,18453.5,2.73,1884.0,0.3,0.3,0.5,20.8,77.79099999999973,5.196999999999992,5.7,4.2,24.60150000000001,13.0,38.08699999999988,9.2,12.4,99.0,98.4,96.16750000000006,25.6,-0.54,24.0,10.607499999999993,29.8,9.837500000000011,8.5,8.2,0.7570000000000001,48.39,3.12,104.38374558333338,102.64865525,2.315715583333333,69625581.0,8
Thailand,2020,2443.0,114.695,64.95000000000017,64.20549999999994,26.31449999999992,188.855,-42.121000000000116,0.26,2795.79,17286.9,2.73,1883.0,0.2649999999999995,0.3,0.4,19.751500000000057,77.79099999999973,5.196999999999992,5.533500000000014,4.197000000000013,24.742500000000014,14.08,38.08699999999988,9.2,12.3,99.0,98.7,96.15900000000005,25.9,-0.7167500000000011,23.42650000000001,10.654999999999996,27.23950000000004,9.837500000000011,8.089000000000006,7.986000000000023,0.7570000000000001,48.42,3.12,105.66461458333332,101.78031225,1.2302154166666666,69799978.0,8
Viet Nam,2000,2237.0,104.915,40.82250000000001,57.32199999999998,14.235000000000005,208.315,-11.898500000000002,0.26,2355.05,2955.0,2.94,1742.0,0.4,0.2,3.0,42.814500000000095,130.1,0.3,15.45550000000003,5.9,7.629500000000022,51.0,57.33549999999985,2.4,41.8,80.5,51.9,34.81799999999997,22.001500000000014,0.41,27.3,9.2,42.485499999999895,0.6,4.350499999999998,19.140499999999964,1.0,67.29,8.325,26.36446166666667,33.300455916666664,2.50715632791667,79910411.0,9
Viet Nam,2001,2253.0,103.0,41.0,56.0,15.3,209.0,-12.0,0.26,2328.0,3105.6,2.99,1752.0,0.5525000000000002,0.2,2.7,37.314500000000066,126.4,0.4,15.9,5.8,2.9,53.0,58.4,2.5,39.8,81.4,53.9,35.95799999999996,22.00650000000001,0.12065000000000017,25.9,9.1,41.357999999999876,0.7,4.350499999999998,19.7,0.7,69.0,5.0,25.69532375,33.15674958333333,-2.530146583333333,80742500.0,9
Viet Nam,2002,2264.0,106.0,43.7,58.3,16.3,219.0,-11.7,0.27,2388.0,3269.9,3.02,1759.0,0.6,0.2,2.5,7.406500000000007,124.2,0.4,14.7,5.6,2.7,58.0,59.0,2.5,38.0,82.2,55.8,36.89449999999996,22.018500000000007,0.35,24.5,8.9,41.06499999999987,0.7,4.350499999999998,18.0,0.8,69.0,4.0,26.508756916666666,34.39312633333333,3.169549083333333,81534406.0,9
Viet Nam,2003,2272.0,108.0,46.3,60.7,18.0,230.0,-10.9,0.27,2449.0,3462.9,3.11,1764.0,0.7,0.2,2.4,7.2375000000000105,123.1,0.4,13.4,5.4,3.6,24.0,61.3,2.6,36.1,83.1,57.8,37.119499999999995,22.03050000000001,0.13,23.2,8.8,41.051499999999876,0.8,3.7704999999999984,16.3,0.8,68.0,4.0,27.17868541666667,35.505622833333334,2.534858083333334,82301650.0,9
Viet Nam,2004,2280.0,109.0,49.4,63.0,19.7,238.0,-13.1,0.27,2485.0,3689.7,3.15,1769.0,0.7,0.2,2.3,7.034500000000009,123.0,0.5,13.0,5.2,4.0,15.0,65.9,2.8,34.4,83.9,59.7,41.73150000000004,22.08150000000001,0.15,22.0,8.7,40.50049999999988,0.9,3.3879999999999995,15.7,0.8,66.0,4.0,30.577242916666666,38.259065666666665,12.53350725,83062819.0,9
Viet Nam,2005,2289.0,110.0,53.4,64.0,21.0,245.0,-13.1,0.28,2509.0,3931.8,3.27,1775.0,0.7,0.2,2.2,6.556000000000012,123.5,0.5,13.0,5.0,4.3,19.0,69.8,2.9,32.9,84.8,61.6,44.49100000000004,22.126000000000012,0.48,20.9,8.6,39.76799999999989,0.9,3.3879999999999995,15.5,1.0,64.0,4.0,33.993396000000004,41.4286655,11.240448666666666,83832662.0,9
Viet Nam,2006,2293.0,110.0,57.4,65.7,22.3,252.0,-12.5,0.28,2533.0,4167.1,3.25,1778.0,0.7,0.2,2.2,6.5355000000000105,124.6,0.6,12.9,4.8,2.9,22.0,72.5,3.0,31.6,85.6,63.6,45.627000000000024,22.247000000000003,0.4,19.9,8.6,39.64999999999989,1.0,3.375,15.3,1.0,63.0,5.0,36.93270166666665,44.50185099999999,8.663434166666667,84617545.0,9
Viet Nam,2007,2299.0,112.0,61.0,67.7,24.0,260.0,-11.2,0.28,2582.0,4422.3,3.34,1782.0,0.7,0.2,2.1,6.490000000000008,126.2,0.6,12.1,4.6,1.1,38.0,72.9,3.2,30.4,86.4,65.6,46.97300000000003,22.349500000000006,0.25,18.9,8.5,39.60949999999989,1.1,3.375,14.1,1.0,62.0,5.0,41.08506008333333,48.21528508333333,11.200887833333333,85419588.0,9
Viet Nam,2008,2304.0,114.0,64.4,70.7,26.3,267.0,-10.9,0.28,2634.0,4628.0,3.34,1786.0,0.7,0.2,2.1,7.2100000000000115,128.0,0.7,11.1,4.5,1.4,40.0,73.0,3.4,29.4,87.3,67.5,48.0155,22.457000000000004,0.16,18.1,8.5,40.199499999999894,1.2,1.8284999999999973,12.9,1.0,61.0,6.0,56.2464355,59.3604645,36.79060925000001,86243424.0,9
Viet Nam,2009,2307.0,116.0,67.0,73.3,28.0,273.0,-10.7,0.29,2678.0,4830.3,3.45,1788.0,0.5,0.3,2.0,7.722000000000013,129.7,0.8,10.3,4.4,1.9,35.0,72.6,3.5,28.5,88.1,69.4,52.43849999999995,22.5445,0.27,17.5,8.5,39.642999999999894,1.3,1.6839999999999975,11.8,1.0,60.0,7.0,60.94629983333334,63.34769683333334,9.030704083333333,87092250.0,9
Viet Nam,2010,2309.0,118.0,69.7,75.7,29.7,278.0,-11.0,0.28,2710.0,5089.4,3.44,1790.0,0.3,0.3,2.0,7.722000000000013,131.0,0.9,9.7,4.3,1.9,15.0,72.0,3.7,27.6,88.9,71.3,54.90899999999996,22.774000000000004,0.15,17.2,8.5,40.1069999999999,1.4,1.6629999999999976,11.0,0.8,60.0,8.0,67.50421216666668,69.18041458333333,10.73475475,87967655.0,9
Viet Nam,2011,2309.0,120.0,70.3,78.0,30.3,288.0,-12.2,0.28,2755.0,5352.0,3.45,1790.0,0.5,0.3,2.0,7.722000000000013,131.7,0.9,8.9,4.3,2.7,14.0,71.6,4.0,26.8,89.7,73.3,55.785999999999994,22.951000000000004,0.19,17.0,8.4,40.689499999999896,1.5,1.6384999999999978,10.0,0.7,59.0,8.0,85.52037066666666,82.10174733333334,26.6423995,88871384.0,9
Viet Nam,2012,2308.0,121.0,71.3,79.7,31.0,296.0,-12.6,0.28,2789.0,5574.5,3.58,1790.0,0.5,0.3,1.9,7.722000000000013,131.8,1.0,8.4,4.3,2.8,10.0,71.6,4.2,25.9,90.4,75.2,56.22050000000002,23.136999999999993,0.27,17.0,8.4,34.08649999999992,1.6,1.6384999999999978,9.3,0.7,58.0,8.0,92.27338441666666,89.56865774999999,8.389524833333335,89801926.0,9
Viet Nam,2013,2307.0,122.0,72.7,83.4,32.0,302.0,-10.3,0.28,2819.0,5815.2,3.58,1789.0,0.5,0.3,1.9,7.722000000000013,131.5,1.1,7.9,4.4,5.3,12.0,71.7,4.4,25.7,91.2,77.0,56.22350000000003,23.308000000000003,0.25,17.2,8.3,7.44100000000001,1.7,1.6469999999999978,8.7,0.7,57.0,7.0,94.75282708333332,95.47362791666666,2.6918885,90752593.0,9
Viet Nam,2014,2305.0,123.0,75.4,87.7,34.4,304.0,-5.8,0.28,2828.0,6098.5,3.58,1789.0,0.5,0.4,1.9,7.722000000000013,130.9,1.2,7.8,4.5,5.3,9.0,69.6,4.6,25.0,92.4,78.9,56.319,23.41700000000001,-0.02,17.5,8.3,7.565000000000015,1.8,1.8249999999999975,8.5,1.0,56.0,6.0,98.542951,99.37330016666664,4.007883333333335,91713850.0,9
Viet Nam,2015,2303.0,124.0,78.0,92.0,36.3,303.0,0.9,0.28,2847.0,6438.3,3.58,1788.0,0.5,0.4,1.9,7.722000000000013,129.9,1.3,7.5,4.6,5.2,10.0,67.6,4.9,24.4,93.3,80.8,56.483000000000004,23.53000000000001,0.07,18.0,8.2,7.479000000000013,2.0,1.9144999999999974,8.1,1.0,55.0,6.0,100.00024691666668,100.00054558333332,1.4826798333333333,92677082.0,9
Viet Nam,2016,2302.0,125.0,80.4,94.3,37.3,201.0,4.9,0.28,2864.0,6767.8,3.58,1787.0,0.41600000000000054,0.4,1.8,6.711000000000004,130.33850000000032,1.4,7.3,4.7,4.1,18.0,65.7,5.1,23.9,94.1,82.6,57.277,23.6345,0.23,18.5,8.275000000000013,7.618000000000019,2.1,1.6369999999999987,7.8,0.8,54.0,6.0,102.36362391666668,102.66880816666668,2.3631803333333337,93640435.0,9
Viet Nam,2017,2299.0,126.0,83.4,96.0,37.7,99.0,8.3,0.28,2892.0,7155.4,3.58,1785.0,0.4,0.4,1.8,5.9,130.33850000000032,1.8824999999999985,6.8,4.9,6.7,18.0,65.8,5.3,23.6,94.8,84.3,57.374,23.697,0.29,19.1,8.307500000000012,6.2,2.220000000000004,0.5,7.2,0.7,53.0,6.0,101.25854866666668,106.283014,-1.0726094166666666,94600643.0,9
Viet Nam,2018,2297.0,127.0,81.51149999999976,89.08549999999993,35.046499999999966,108.005,-6.95700000000001,0.28,2915.0,7585.9,3.58,1784.0,0.4180000000000005,0.4,1.8,6.0,130.33850000000032,2.144499999999997,6.5,5.1,7.931000000000012,14.0,66.02099999999997,5.6,23.0,95.5,86.0,69.50799999999998,23.852500000000006,0.11,19.8,8.307500000000012,6.2,2.8220000000000045,0.5,6.8,0.7,52.73,5.0,104.53662833333333,110.04503725,3.2546765,95545959.0,9
Viet Nam,2019,2295.0,127.0,81.86999999999979,88.65299999999993,34.31149999999997,96.615,-6.070000000000008,0.28,2921.0,8041.2,3.58,1783.0,0.4175000000000004,0.5,1.8,6.2,130.33850000000032,2.3334999999999955,6.5,5.3,8.100000000000005,22.0,65.95599999999997,5.8,22.7,96.2,87.7,79.32999999999997,23.938999999999997,0.13,20.6,8.31400000000001,6.5,3.2635000000000036,0.5,6.7,0.7135000000000007,52.485,5.395,108.79717516666666,113.12170258333332,4.078946833333333,96462108.0,9
Viet Nam,2020,2294.0,124.66,81.84799999999979,88.64049999999996,34.69449999999996,98.13,-1.631500000000007,0.29,2907.945,8200.3,3.58,1782.0,0.42000000000000043,0.5,1.8,7.540000000000018,130.33850000000032,2.3944999999999954,6.537499999999997,5.055999999999994,8.104500000000005,22.76,65.95599999999997,6.0,22.3,96.9,89.2,79.40199999999996,23.962999999999997,0.07955000000000012,18.637499999999996,8.321000000000009,14.692999999999985,8.232000000000003,3.6110000000000015,8.310000000000022,0.7135000000000007,51.88,4.39,119.62833183333332,116.76527841666666,10.020975249999998,97338583.0,9
